tin;year;revenue;expenditure
3664236697;2019;81000.0;76000.0
3664236697;2020;223000.0;218000.0
3664236697;2021;0.0;34000.0
3664236697;2022;0.0;26000.0
3664244793;2020;1.48491008E8;1.28417E8
3664244793;2021;8.9969E7;7.4618E7
3664244793;2022;1.56228992E8;1.51775008E8
3664247177;2020;2385000.0;2374000.0
3664247177;2021;6.2144397E8;6.2127002E8
3665003399;2018;2.522E7;2.0915E7
3665003399;2019;3.3946E7;2.6306E7
3665003399;2020;3.3444E7;2.5118E7
3665003399;2021;1.9378E7;1.6919E7
3665003399;2022;2.0444E7;1.6137E7
3665037366;2018;0.0;0.0
3665037366;2019;0.0;0.0
3665037366;2020;0.0;0.0
3665037366;2021;2194000.0;756000.0
3665037366;2022;1919000.0;1266000.0
3665042133;2018;2020000.0;1783000.0
3665042133;2019;2020000.0;1961000.0
3665042133;2020;940000.0;1185000.0
3665042133;2021;0.0;0.0
3665042133;2022;4476000.0;4014000.0
3665052011;2018;1.54744992E8;1.52744992E8
3665052011;2019;5.3486E7;5.2844E7
3665052011;2020;1.39988E8;1.31133E8
3665052011;2021;1.15322E8;1.08043E8
3665052011;2022;1.09526E8;1.06312E8
3665066744;2018;8362000.0;8275000.0
3665066744;2019;0.0;407000.0
3665066744;2020;217000.0;211000.0
3665066744;2021;0.0;50000.0
3665066744;2022;0.0;0.0
3665067770;2018;3934000.0;3918000.0
3665067770;2019;650000.0;647000.0
3665069752;2018;2.7763E7;2.7627E7
3665069752;2019;3.4435E7;3.4213E7
3665069752;2020;3.9895E7;3.7453E7
3665069752;2021;3.8601E7;3.7198E7
3665069752;2022;3.5453E7;3.4163E7
3665078651;2018;1.186E7;1.1238E7
3665085419;2018;0.0;0.0
3665085419;2019;2953000.0;2946000.0
3665085419;2020;3497000.0;3487000.0
3665085419;2021;2893000.0;2882000.0
3665085419;2022;2577000.0;2560000.0
3665094212;2018;2.0558E7;1.6577E7
3665094212;2019;1.5645E7;1.5429E7
3665094212;2020;2.4873E7;2.2868E7
3665094212;2021;2.5302E7;2.3959E7
3665094212;2022;5.656E7;5.0819E7
3665104118;2018;1008000.0;1052000.0
3665104118;2019;1021000.0;1028000.0
3665104118;2020;824000.0;964000.0
3665104118;2021;9373000.0;1568000.0
3665104118;2022;135000.0;121000.0
3665105400;2018;0.0;0.0
3665106147;2018;0.0;0.0
3665106147;2020;25000.0;24000.0
3665106147;2021;0.0;0.0
3665106147;2022;0.0;0.0
3665110619;2018;1739000.0;1634000.0
3665110619;2019;0.0;0.0
3665110619;2020;2030000.0;1935000.0
3665110619;2022;0.0;0.0
3665113225;2018;1.5982E7;1.5662E7
3665130862;2018;5917000.0;7087000.0
3665130862;2019;9205000.0;4719000.0
3665130862;2020;9684000.0;6706000.0
3665130862;2021;1.2151E7;1.0579E7
3665130862;2022;4.4151E7;2.634E7
3665132034;2018;2.0251E7;1.8894E7
3665132034;2019;2.7333E7;2.4145E7
3665132034;2020;1.8275E7;1.494E7
3665132034;2021;5.105E7;4.2617E7
3665132034;2022;3.4804E7;2.6806E7
3665139343;2018;1.5148E7;1.2999E7
3665139343;2019;2.7528E7;1.8041E7
3665139343;2020;1.8556E7;1.7221E7
3665139343;2021;4.5669E7;2.867E7
3665139343;2022;6.2078E7;2.5604E7
3665141310;2018;1192000.0;1117000.0
3665801888;2018;0.0;0.0
3665801888;2019;528000.0;610000.0
3665801888;2020;273000.0;415000.0
3665801888;2021;1690000.0;1322000.0
3665801888;2022;2173000.0;2012000.0
3665808594;2020;5725000.0;4555000.0
3665808594;2021;2.8425E7;2.154E7
3665808594;2022;1.6177E7;1.3802E7
3665812632;2020;0.0;0.0
3665812632;2021;7032000.0;5884000.0
3665812632;2022;1.42032E8;1.30946E8
3666000168;2018;0.0;0.0
3666000168;2019;0.0;0.0
3666000168;2020;0.0;0.0
3666000168;2021;0.0;0.0
3666000168;2022;0.0;0.0
3666020566;2018;4.096E7;3.8551E7
3666020566;2019;3.4781E7;3.4243E7
3666020566;2020;3.0686E7;2.9813E7
3666020566;2021;1.6686E7;1.5854E7
3666020566;2022;1.3229E7;1.2067E7
3666028325;2018;315000.0;1807000.0
3666068198;2018;14000.0;14000.0
3666068198;2019;24000.0;24000.0
3666068198;2020;11000.0;11000.0
3666068198;2021;0.0;0.0
3666068198;2022;0.0;0.0
3666091292;2018;400000.0;400000.0
3666091292;2019;1080000.0;1048000.0
3666091292;2020;800000.0;776000.0
3666091292;2021;600000.0;568000.0
3666091292;2022;1108000.0;1063000.0
3666127245;2018;3.0054E7;2.8645E7
3666127245;2019;3.1959E7;3.1959E7
3666127245;2020;2.8881E7;2.6741E7
3666127245;2021;3.5909E7;3.5352E7
3666127245;2022;4.3213E7;4.3371E7
3666127333;2018;2.8608E7;2.7825E7
3666130008;2018;0.0;4000.0
3666130008;2019;9939000.0;9939000.0
3666130008;2020;1.9048E7;1.9054E7
3666137067;2018;1.1406E7;7789000.0
3666137067;2019;1.2729E7;2.1181E7
3666137067;2020;1.1317E7;7499000.0
3666137067;2021;1.5771E7;9221000.0
3666137067;2022;1.1249E7;4387000.0
3666169460;2018;2535000.0;9075000.0
3666169460;2019;7.4694E7;5.2781E7
3666169460;2020;2.0589E7;1.9681E7
3666169460;2021;9.6672E7;7.9542E7
3666169460;2022;7.7874E7;5.7226E7
3666171847;2018;0.0;1188000.0
3666171847;2019;0.0;964000.0
3666171847;2020;0.0;7997000.0
3666176490;2018;4676000.0;4579000.0
3666176490;2019;4413000.0;4214000.0
3666176490;2020;0.0;0.0
3666176490;2021;1.008E7;6339000.0
3666176490;2022;1.8044E7;1.3251E7
3666176612;2018;1.63628E8;1.63372992E8
3666176612;2019;1.53175008E8;1.51848E8
3666176612;2020;1.13776E8;1.12142E8
3666176612;2021;1.51632992E8;1.48411008E8
3666179902;2018;0.0;0.0
3666179902;2019;0.0;0.0
3666194019;2018;3192000.0;2802000.0
3666194019;2019;2177000.0;2123000.0
3666194019;2020;2229000.0;2129000.0
3666194019;2021;1714000.0;1792000.0
3666194019;2022;1932000.0;1965000.0
3666209434;2018;2042000.0;1960000.0
3666209434;2019;5572000.0;5315000.0
3666209434;2020;2954000.0;2878000.0
3666209434;2021;3685000.0;3549000.0
3666209434;2022;3590000.0;3392000.0
3666211105;2018;750000.0;646000.0
3666211105;2019;1473000.0;1155000.0
3666211105;2020;872000.0;775000.0
3666211105;2021;868000.0;835000.0
3666211105;2022;1432000.0;1387000.0
3666231729;2018;0.0;0.0
3666231729;2019;1.2495E8;1.24905E8
3666250880;2020;691000.0;0.0
3666250880;2022;0.0;0.0
3666253497;2020;0.0;0.0
3666253497;2021;0.0;0.0
3666253923;2020;0.0;0.0
3666253923;2021;2077000.0;2535000.0
3666253923;2022;1.8349E7;1.8325E7
3666257903;2021;0.0;0.0
3666257903;2022;7195000.0;7208000.0
3700000185;2022;0.0;0.0
3700000523;2022;0.0;0.0
3700000604;2022;0.0;0.0
3700000876;2022;2079000.0;1980000.0
3700000932;2022;3000.0;28000.0
3700000996;2022;363000.0;313000.0
3700001213;2022;0.0;0.0
3700001380;2022;431000.0;410000.0
3700002070;2022;0.0;0.0
3701003541;2018;1088000.0;2114000.0
3701003541;2019;0.0;3000.0
3701003541;2020;0.0;0.0
3701003541;2021;0.0;0.0
3701004217;2018;1.1167E7;1.091E7
3701004217;2019;8549000.0;7879000.0
3701004217;2020;7386000.0;7331000.0
3701004217;2021;5161000.0;5920000.0
3701004217;2022;1587000.0;1770000.0
3701004471;2018;3871000.0;4155000.0
3701004471;2019;3989000.0;3775000.0
3701004471;2020;4094000.0;3756000.0
3701004471;2021;5177000.0;4563000.0
3701004471;2022;4516000.0;5183000.0
3701004792;2018;471000.0;1048000.0
3701004792;2019;0.0;331000.0
3701004792;2020;0.0;0.0
3701006052;2018;3788000.0;6016000.0
3701006052;2019;121000.0;779000.0
3701006052;2020;283000.0;233000.0
3701006052;2021;0.0;151000.0
3701006052;2022;0.0;55000.0
3701006172;2018;0.0;0.0
3701006172;2019;0.0;0.0
3701006630;2018;9954000.0;8388000.0
3701006630;2019;1.3124E7;9320000.0
3701006630;2020;1.1186E7;6496000.0
3701006630;2021;7572000.0;5732000.0
3701006630;2022;1.134E7;9218000.0
3701006648;2018;609000.0;721000.0
3701006648;2019;90000.0;105000.0
3701042886;2018;2000.0;44000.0
3701042886;2019;9000.0;9000.0
3701042886;2020;3000.0;3000.0
3701042886;2021;13000.0;15000.0
3701042886;2022;0.0;0.0
3701043449;2018;3.8186E7;2.0694E7
3701043449;2019;2268000.0;3228000.0
3701043449;2020;0.0;9676000.0
3701043449;2021;0.0;91000.0
3701043449;2022;0.0;3382000.0
3701044097;2018;149000.0;111000.0
3701044097;2019;105000.0;41000.0
3701044097;2020;113000.0;54000.0
3701044097;2021;46000.0;40000.0
3701044097;2022;165000.0;158000.0
3701044121;2018;3.3288E7;1.9616E7
3701044121;2019;4847000.0;3085000.0
3701044121;2020;0.0;4.2013E7
3701044121;2021;0.0;48000.0
3701044121;2022;0.0;48000.0
3701044160;2018;1.51877798E9;1.26864397E9
3701044160;2019;1.34424397E9;1.208208E9
3701044160;2020;1.39159706E9;1.16245901E9
3701044160;2021;1.79533299E9;1.50181504E9
3701044160;2022;2.10265306E9;2.109024E9
3701044315;2018;0.0;0.0
3701044315;2019;0.0;0.0
3701045132;2018;0.0;0.0
3701046104;2018;4.97547008E8;4.92824992E8
3701046104;2019;2.5949E7;2.5927E7
3701046104;2020;4.5593E7;4.5887E7
3701046104;2021;1.11982E8;1.11881E8
3701046104;2022;2.40131008E8;1.36240992E8
3701046873;2018;250000.0;366000.0
3701047997;2018;3.8428E7;3.7911E7
3701047997;2019;4.727E7;4.4606E7
3701047997;2020;5.1188E7;4.4434E7
3701047997;2021;5.8352E7;5.2512E7
3701047997;2022;1.00377E8;9.1576E7
3701048006;2018;1.16143E8;1.15543E8
3701048006;2019;9.8934E7;9.8463E7
3701048006;2020;1.2873E8;1.18586E8
3701048006;2021;2.18307008E8;2.16434E8
3701048006;2022;2.464E8;2.38036992E8
3701048278;2018;3819000.0;4467000.0
3701048278;2019;23000.0;315000.0
3701048278;2020;0.0;34000.0
3701048278;2021;0.0;13000.0
3701048278;2022;0.0;8000.0
3701048341;2018;4.3588E7;4.3529E7
3701048341;2019;4.7288E7;4.7433E7
3701048341;2020;4.7737E7;4.6995E7
3701048341;2021;5.4417E7;4.9856E7
3701048341;2022;2.4415E7;2.5412E7
3701048359;2018;0.0;1000.0
3701048359;2019;272000.0;1000.0
3701048359;2020;926000.0;23000.0
3701048359;2021;342000.0;145000.0
3701048750;2018;84000.0;3232000.0
3701048750;2019;0.0;0.0
3701048750;2020;0.0;0.0
3701048750;2021;0.0;0.0
3701048750;2022;0.0;0.0
3701048775;2018;7.6789E7;6.9822E7
3701048775;2019;5.274E7;5.0832E7
3701048775;2020;1.44916992E8;1.34878E8
3701048775;2021;6.9546E7;6.089E7
3701048775;2022;5.9922E7;5.0266E7
3701048831;2018;8.7021E7;8.4211E7
3701048831;2019;9.3206E7;9.1067E7
3701048831;2020;5.7941E7;5.7797E7
3701048831;2021;1.08696E8;1.06211E8
3701048831;2022;2.02839008E8;2.0192E8
3701049063;2018;164000.0;1162000.0
3701049063;2019;0.0;27000.0
3701049063;2020;0.0;14000.0
3701049063;2021;1200000.0;1466000.0
3701049063;2022;1.71718E8;8.9673E7
3701049151;2018;6.6705E7;8.101E7
3701049151;2019;8358000.0;3.935E7
3701049151;2020;6.4143E7;9.0585E7
3701049151;2021;0.0;1885000.0
3701049151;2022;160000.0;8282000.0
3701049183;2018;0.0;551000.0
3701049183;2019;300000.0;435000.0
3701049183;2020;0.0;400000.0
3701049183;2021;0.0;45000.0
3701049190;2018;9618000.0;7120000.0
3701049190;2019;2580000.0;2370000.0
3701049602;2018;1.0993E8;1.07334E8
3701049602;2019;8.005E7;7.606E7
3701049602;2020;8.0231E7;7.7732E7
3701049602;2021;8.9803E7;8.7725E7
3701049602;2022;4.0083E7;3.9507E7
3701049680;2018;5.8176998E8;5.6172998E8
3701049680;2019;7.0446598E8;6.29064E8
3701049680;2020;9.1737402E8;7.9968198E8
3701049680;2021;9.6654502E8;8.9006099E8
3701049680;2022;1.17355597E9;1.079568E9
3701049730;2018;1.54198E8;1.54052E8
3701049730;2019;3590000.0;3552000.0
3701049730;2020;801000.0;776000.0
3701049730;2021;0.0;0.0
3701049730;2022;47000.0;47000.0
3701049779;2018;0.0;449000.0
3701049779;2019;0.0;325000.0
3701049779;2020;51000.0;3793000.0
3701049779;2021;5.3881E7;1.50799008E8
3701049779;2022;3.03282688E9;2.82847898E9
3701049835;2018;1773000.0;1325000.0
3701049835;2019;746000.0;1333000.0
3701050020;2018;2817000.0;2463000.0
3701050020;2020;43000.0;51000.0
3701050020;2021;0.0;0.0
3701050037;2018;1.6678E7;1.6455E7
3701050037;2019;9252000.0;9045000.0
3701050044;2018;62000.0;0.0
3701050044;2019;129000.0;20000.0
3701050044;2021;0.0;26000.0
3701050044;2022;0.0;92000.0
3701050051;2018;429000.0;33000.0
3701050069;2018;2706000.0;2676000.0
3701050069;2019;349000.0;43000.0
3701050069;2020;362000.0;158000.0
3701050069;2021;4331000.0;7252000.0
3701050083;2018;429000.0;92000.0
3701050083;2019;650000.0;118000.0
3701050083;2020;1770000.0;43000.0
3701050083;2021;1208000.0;4000000.0
3701050090;2018;429000.0;5000.0
3701050090;2019;428000.0;0.0
3701050100;2018;429000.0;27000.0
3701050100;2019;428000.0;0.0
3701050206;2018;3.55127008E8;3.64572E8
3701050206;2019;4.49584E8;4.47876992E8
3701050206;2020;4.86539008E8;4.85697984E8
3701050206;2021;6.1972403E8;5.7223501E8
3701050206;2022;6.48384E8;6.3963501E8
3701050260;2018;5501000.0;5455000.0
3701050260;2019;584000.0;582000.0
3701050260;2020;0.0;0.0
3701050260;2021;0.0;0.0
3701050260;2022;0.0;0.0
3702000134;2018;1.1702E7;1.1633E7
3702000134;2019;1.0572E7;1.0469E7
3702000134;2020;2.8727E7;2.8546E7
3702000134;2021;3.5715E7;3.5378E7
3702000134;2022;3.4423E7;3.4266E7
3702000254;2018;5692000.0;5617000.0
3702000254;2019;3155000.0;3104000.0
3702000254;2020;1795000.0;1773000.0
3702000254;2021;1196000.0;1266000.0
3702000254;2022;1.6607E7;1.6493E7
3702000455;2018;371000.0;378000.0
3702000455;2020;0.0;0.0
3702000455;2021;0.0;0.0
3702000550;2018;1.0473E7;6817000.0
3702000550;2019;6691000.0;6507000.0
3702000550;2020;4135000.0;4377000.0
3702000550;2021;123000.0;716000.0
3702000550;2022;42000.0;401000.0
3702000776;2018;1.3221E7;1.2418E7
3702000776;2019;1.5315E7;1.4597E7
3702000776;2020;1.6403E7;1.585E7
3702000776;2021;1.682E7;1.6471E7
3702000776;2022;1.7599E7;1.7381E7
3702000889;2018;1.4181E7;1.3944E7
3702000889;2019;1.5899E7;1.5784E7
3702000889;2020;0.0;0.0
3702000889;2021;0.0;0.0
3702000952;2018;0.0;0.0
3702001040;2018;6.2061E7;6.0499E7
3702001040;2019;1.6181E7;1.6139E7
3702001272;2018;0.0;0.0
3702001272;2019;0.0;0.0
3702001272;2020;0.0;0.0
3702001272;2021;0.0;0.0
3702001829;2018;0.0;0.0
3702001829;2020;1.384E7;1.3493E7
3702001829;2021;355000.0;176000.0
3702001829;2022;0.0;0.0
3702002332;2018;9832000.0;8968000.0
3702003199;2018;3543000.0;3269000.0
3702003199;2019;2912000.0;2782000.0
3702003199;2020;2062000.0;2014000.0
3702003199;2021;0.0;14000.0
3702003199;2022;0.0;0.0
3702005421;2018;2515000.0;1995000.0
3702005421;2019;250000.0;240000.0
3702005421;2020;403000.0;381000.0
3702005421;2021;0.0;0.0
3702005421;2022;0.0;0.0
3702008694;2018;1795000.0;1694000.0
3702008694;2019;755000.0;730000.0
3702008694;2020;458000.0;1235000.0
3702008694;2021;2300000.0;2054000.0
3702008694;2022;9371000.0;4787000.0
3702008976;2018;4812000.0;4914000.0
3702008976;2019;5698000.0;5392000.0
3702008976;2020;4892000.0;4488000.0
3702008976;2021;4521000.0;4273000.0
3702008976;2022;5250000.0;4963000.0
3702009320;2018;459000.0;398000.0
3702009320;2019;1.1134E7;1.0069E7
3702009320;2020;2.093E7;2.0489E7
3702009320;2021;2.4704E7;2.2963E7
3702009320;2022;2.5956E7;2.606E7
3702009352;2018;2.927E7;2.8367E7
3702009352;2019;3.4799E7;3.3867E7
3702009352;2020;4.0121E7;3.8978E7
3702009352;2021;7.7579E7;7.173E7
3702009352;2022;6.4504E7;6.1777E7
3702010950;2018;0.0;0.0
3702010950;2019;0.0;0.0
3702011305;2018;357000.0;428000.0
3702011305;2019;331000.0;795000.0
3702011305;2020;17000.0;13000.0
3702011305;2021;130000.0;104000.0
3702011305;2022;93000.0;51000.0
3702014546;2018;494000.0;509000.0
3702014546;2019;266000.0;255000.0
3702014546;2020;270000.0;244000.0
3702014546;2021;0.0;0.0
3702014546;2022;0.0;0.0
3702014803;2018;7083000.0;6608000.0
3702014803;2019;8137000.0;5238000.0
3702014803;2020;9615000.0;4807000.0
3702014803;2021;8641000.0;4899000.0
3702014803;2022;1.0238E7;7093000.0
3702015885;2018;5.2692E7;4.9211E7
3702015885;2019;5.7625E7;5.3752E7
3702015885;2020;5.7656E7;5.569E7
3702015885;2021;1.23506E8;1.20224E8
3702015885;2022;0.0;0.0
3702016649;2018;8105000.0;8643000.0
3702016649;2019;1.2009E7;1.112E7
3702016649;2020;1.13461E8;1.06465E8
3702016649;2021;1.01677E8;9.5054E7
3702016649;2022;4.0935E7;3.9746E7
3702018501;2018;579000.0;474000.0
3702018501;2019;764000.0;646000.0
3702018501;2020;1447000.0;1171000.0
3702018501;2021;6115000.0;5998000.0
3702018501;2022;4333000.0;4064000.0
3702019181;2018;0.0;0.0
3702019181;2019;0.0;0.0
3702019181;2020;0.0;0.0
3702019181;2021;0.0;0.0
3702019181;2022;0.0;0.0
3702021889;2018;0.0;0.0
3702021889;2019;0.0;0.0
3702025971;2018;2.0423E7;4.1717E7
3702025971;2019;1.63808992E8;9.2617E7
3702025971;2020;170225.0;112672.0
3702025971;2021;211634.0;160626.0
3702025971;2022;1.76191008E8;1.63736E8
3702027256;2018;12000.0;0.0
3702027256;2019;12000.0;0.0
3702027256;2020;12000.0;20000.0
3702027256;2021;12000.0;13000.0
3702027256;2022;16000.0;21000.0
3702029359;2018;0.0;0.0
3702029359;2019;0.0;0.0
3702031083;2018;6355000.0;6346000.0
3702031083;2019;9196000.0;9072000.0
3702031083;2020;1534000.0;1513000.0
3702031083;2021;1942000.0;1896000.0
3702031083;2022;4578000.0;4557000.0
3702035634;2018;0.0;0.0
3702035634;2019;0.0;0.0
3702035634;2020;0.0;0.0
3702036412;2018;1320000.0;1708000.0
3702036412;2019;1560000.0;1995000.0
3702036412;2020;1997000.0;1820000.0
3702036412;2021;2220000.0;2126000.0
3702036412;2022;2494000.0;2317000.0
3702036652;2018;0.0;0.0
3702037984;2018;0.0;0.0
3702037984;2019;0.0;0.0
3702037984;2020;0.0;0.0
3702037984;2021;0.0;0.0
3702037984;2022;0.0;0.0
3702038152;2018;1.732E7;1.6055E7
3702038152;2019;2.4954E7;2.3521E7
3702038152;2020;3.2124E7;3.1043E7
3702038152;2021;2.8229E7;2.6692E7
3702038152;2022;3.1243E7;3.5433E7
3702043434;2018;2807000.0;2765000.0
3702043434;2019;4378000.0;4002000.0
3702043434;2020;3852000.0;3555000.0
3702043434;2021;0.0;3000.0
3702043434;2022;0.0;0.0
3702043547;2018;0.0;0.0
3702044149;2018;0.0;0.0
3702045022;2018;8.6236E7;8.5513E7
3702045022;2019;7.4713E7;7.3824E7
3702045022;2020;8.2222E7;8.1031E7
3702045022;2021;1.02711E8;1.01157E8
3702045022;2022;1.06487E8;1.04456E8
3702047277;2018;2769000.0;1719000.0
3702047277;2019;2407000.0;2369000.0
3702047277;2020;2365000.0;2466000.0
3702047277;2021;2596000.0;2488000.0
3702047277;2022;2319000.0;2288000.0
3702050696;2018;1.26089997E9;1.25109299E9
3702050696;2019;1.08310694E9;1.06852602E9
3702050696;2020;1.03930099E9;1.02686899E9
3702050696;2021;1.86996096E9;1.82337498E9
3702050696;2022;1.869984E9;1.83735194E9
3702050897;2018;1647000.0;2293000.0
3702050897;2019;7820000.0;8692000.0
3702050897;2020;9778000.0;9825000.0
3702050897;2021;1.6547E7;1.5817E7
3702050897;2022;1.9176E7;1.7205E7
3702051643;2018;4667000.0;4595000.0
3702051643;2019;9939000.0;9812000.0
3702051643;2020;1.3094E7;1.2073E7
3702051643;2021;2.0983E7;1.992E7
3702051643;2022;5.3968E7;4.8857E7
3702051788;2018;0.0;0.0
3702051788;2019;0.0;0.0
3702051788;2020;0.0;0.0
3702051788;2021;1.1341E7;9929000.0
3702051788;2022;1.0427E7;9553000.0
3702052453;2018;1743000.0;1597000.0
3702052453;2019;0.0;0.0
3702053376;2018;5017000.0;3944000.0
3702053376;2019;2121000.0;1736000.0
3702053376;2020;4580000.0;1827000.0
3702053376;2021;2011000.0;1950000.0
3702053376;2022;1330000.0;1122000.0
3702053457;2018;1.4297E7;1.4522E7
3702055038;2018;0.0;0.0
3702055863;2018;4881000.0;4954000.0
3702055863;2019;2240000.0;3880000.0
3702055863;2020;1.9892E7;9153000.0
3702055863;2021;5912000.0;5149000.0
3702055863;2022;2257000.0;2290000.0
3702056169;2018;4.05568992E8;3.66795008E8
3702056169;2019;4.37468E8;4.09304992E8
3702056169;2020;6.73944E8;6.4699802E8
3702056169;2021;4.10116992E8;3.83351008E8
3702056169;2022;6.5050298E8;6.07368E8
3702057067;2018;0.0;0.0
3702057067;2019;0.0;0.0
3702058215;2018;0.0;0.0
3702058215;2019;0.0;0.0
3702058215;2020;0.0;0.0
3702058215;2021;36000.0;1000.0
3702058215;2022;1475000.0;1871000.0
3702059025;2018;4911000.0;3927000.0
3702059025;2019;4502000.0;3580000.0
3702059025;2020;1902000.0;1094000.0
3702059025;2021;7725000.0;5044000.0
3702059025;2022;1.5201E7;1.1626E7
3702059723;2018;3.084E7;2.6234E7
3702059723;2019;3.2935E7;2.7647E7
3702059723;2020;5.3814E7;4.3613E7
3702059723;2021;3.6783E7;3.0479E7
3702059723;2022;4.1559E7;3.4215E7
3702060711;2018;1.49668992E8;6.1007E7
3702060711;2019;8.4896E7;7.4293E7
3702060711;2020;1.56052E8;9.8183E7
3702060711;2021;5.9987E7;4.4781E7
3702060711;2022;2.6543E7;2.9064E7
3702061641;2018;1.009E7;9206000.0
3702061641;2019;9898000.0;8814000.0
3702061641;2020;8335000.0;7109000.0
3702061641;2021;9447000.0;6717000.0
3702061641;2022;8068000.0;6677000.0
3702064748;2018;0.0;0.0
3702067805;2018;8.0572E8;7.7688397E8
3702067805;2019;8.9765299E8;8.6671699E8
3702067805;2020;2.32048794E9;2.01284698E9
3702067805;2021;2.08605299E9;1.89866701E9
3702067805;2022;2.93422003E9;2.77140608E9
3702068460;2018;1.76035008E8;1.75904992E8
3702068460;2019;9.5175E7;1.01181E8
3702072900;2018;0.0;0.0
3702072900;2019;0.0;0.0
3702073220;2018;80000.0;483000.0
3702073220;2019;404000.0;245000.0
3702073220;2020;5126000.0;5564000.0
3702073220;2021;3.6909E7;3.4768E7
3702073220;2022;3.4947E7;2.9715E7
3702073358;2019;1.6006E7;1.5688E7
3702073358;2020;5.593E7;5.5004E7
3702073358;2021;4.2896E7;4.2644E7
3702073358;2022;3.9008E7;3.8497E7
3702073936;2019;0.0;0.0
3702075588;2018;1462000.0;522000.0
3702075588;2019;519000.0;945000.0
3702075588;2020;691000.0;1677000.0
3702075612;2018;3.9288E7;806000.0
3702075612;2019;538000.0;1368000.0
3702075612;2020;1818000.0;526000.0
3702075612;2021;5518000.0;900000.0
3702075612;2022;5564000.0;711000.0
3702075725;2018;1.5218E7;1.049E7
3702075725;2019;404000.0;795000.0
3702075725;2020;0.0;62000.0
3702075725;2021;1001000.0;1938000.0
3702075725;2022;3.03E7;5986000.0
3702076334;2018;1.45456E8;1.43235008E8
3702076334;2019;2.2826E8;2.17356992E8
3702076334;2020;3.46420992E8;3.35136E8
3702076334;2021;3.5058E8;3.20800992E8
3702076334;2022;5.18523008E8;5.10495008E8
3702077497;2018;0.0;0.0
3702078571;2018;2.1641E7;2.0165E7
3702078571;2019;3811000.0;3557000.0
3702078571;2020;6434000.0;5995000.0
3702078571;2021;2.3414E7;2.1606E7
3702078571;2022;2.3201E7;2.1663E7
3702080281;2018;0.0;0.0
3702080281;2019;0.0;0.0
3702080281;2020;0.0;0.0
3702080281;2021;0.0;0.0
3702080281;2022;0.0;0.0
3702082240;2018;1.9478E7;1.7812E7
3702082240;2019;1.5524E7;1.3895E7
3702082240;2020;1.8733E7;1.8088E7
3702082240;2021;3.5068E7;2.6948E7
3702082240;2022;5.0398E7;4.2469E7
3702082320;2018;341000.0;674000.0
3702082320;2019;76000.0;185000.0
3702082320;2020;0.0;0.0
3702082320;2021;0.0;0.0
3702082320;2022;0.0;0.0
3702082708;2018;1.1345E7;1.1068E7
3702082708;2019;1.0644E7;1.0425E7
3702082708;2020;3383000.0;3274000.0
3702082708;2021;0.0;20000.0
3702082708;2022;1.00373E8;9.9735E7
3702083155;2018;0.0;0.0
3702085219;2018;5.5552E7;5.4497E7
3702085219;2019;6.9306E7;6.861E7
3702085219;2020;7.9119E7;7.8178E7
3702085219;2021;1.17773E8;1.15267E8
3702085219;2022;1.05E8;1.02931E8
3702085480;2018;0.0;0.0
3702085480;2019;0.0;0.0
3702085480;2020;2782000.0;3788000.0
3702085480;2021;1042000.0;1651000.0
3702085480;2022;1374000.0;1120000.0
3702087600;2018;0.0;0.0
3702087657;2018;1701000.0;376000.0
3702087657;2019;512000.0;660000.0
3702087657;2020;905000.0;411000.0
3702089397;2018;1602000.0;543000.0
3702089397;2019;515000.0;580000.0
3702089397;2020;1856000.0;1058000.0
3702091484;2018;2246000.0;2143000.0
3702091484;2019;1526000.0;1519000.0
3702091484;2020;1209000.0;1203000.0
3702091484;2021;1459000.0;1448000.0
3702091484;2022;611000.0;608000.0
3702092826;2018;2.1026E7;2.0209E7
3702092826;2019;1.8326E7;1.8736E7
3702092826;2020;3.1775E7;2.7561E7
3702092826;2021;4.2624E7;3.7268E7
3702092826;2022;4.6078E7;4.1452E7
3702092953;2018;6.2556E7;6.1271E7
3702092953;2019;1.21521E8;1.19464E8
3702092953;2020;1.19302E8;1.17303E8
3702092953;2021;1.20847E8;1.18434E8
3702092953;2022;1.29187E8;1.26763E8
3702093393;2018;427000.0;66000.0
3702093393;2019;474000.0;113000.0
3702093393;2020;6300000.0;4108000.0
3702093393;2021;546000.0;38000.0
3702093393;2022;506000.0;18000.0
3702094132;2018;0.0;0.0
3702094245;2018;1582000.0;1178000.0
3702094245;2019;517000.0;724000.0
3702094245;2020;1.005E7;7358000.0
3702094245;2021;9923000.0;1.5458E7
3702094245;2022;32000.0;587000.0
3702094728;2018;0.0;0.0
3702094728;2019;0.0;0.0
3702094728;2020;0.0;0.0
3702094728;2021;0.0;1000.0
3702094728;2022;0.0;0.0
3702095182;2018;8.9698E7;8.8853E7
3702095182;2019;9.6009E7;9.5522E7
3702095182;2020;3.2408E7;3.2806E7
3702095182;2021;3.4909E7;3.4542E7
3702095182;2022;1.7051E7;1.6871E7
3702095312;2018;0.0;112000.0
3702095312;2019;0.0;91000.0
3702095312;2020;0.0;3000.0
3702095312;2021;0.0;0.0
3702095312;2022;0.0;0.0
3702096186;2018;0.0;0.0
3702096186;2019;5.2397E7;5.0536E7
3702096186;2020;3.3064E7;3.2018E7
3702096186;2021;3.2981E7;3.9581E7
3702096186;2022;4.106E7;3.9135E7
3702097052;2018;1303000.0;1232000.0
