tin;year;employees_count
3702171620;2022;4
3702171732;2018;3
3702171732;2019;5
3702171732;2020;6
3702171732;2021;6
3702171732;2022;5
3702171860;2019;4
3702171860;2020;8
3702171860;2021;14
3702171860;2022;10
3702171877;2019;1
3702171877;2020;1
3702171877;2022;1
3702171972;2018;1
3702171972;2019;3
3702171972;2020;3
3702171972;2021;2
3702172045;2018;23
3702172045;2019;1
3702172045;2020;0
3702172180;2018;14
3702172180;2019;10
3702172180;2020;10
3702172180;2021;17
3702172180;2022;20
3702172976;2018;1
3702172976;2019;1
3702172976;2020;1
3702172976;2021;1
3702173137;2018;2
3702173169;2018;1
3702173169;2019;1
3702173169;2020;0
3702173169;2021;0
3702174275;2018;1
3702174275;2019;3
3702174275;2020;2
3702174275;2021;3
3702174275;2022;2
3702174324;2018;0
3702174324;2019;0
3702174839;2018;0
3702174839;2019;1
3702174839;2020;2
3702174839;2021;3
3702174839;2022;2
3702174853;2018;1
3702174853;2019;1
3702174853;2020;1
3702174853;2021;3
3702174853;2022;3
3702174966;2018;1
3702174966;2019;1
3702174966;2020;1
3702174966;2021;1
3702174966;2022;1
3702175127;2018;7
3702175127;2019;8
3702175127;2020;6
3702175127;2021;7
3702175127;2022;6
3702175279;2018;1
3702175279;2019;2
3702175279;2020;1
3702175279;2021;2
3702175279;2022;0
3702175737;2018;1
3702176064;2018;8
3702176064;2019;8
3702176219;2018;97
3702176219;2019;82
3702176219;2020;68
3702176219;2021;65
3702176378;2018;31
3702176378;2019;26
3702176378;2020;22
3702176378;2021;22
3702176378;2022;20
3702176402;2018;0
3702176402;2019;0
3702176635;2018;1
3702176635;2019;1
3702176635;2020;1
3702176635;2021;9
3702176635;2022;39
3702176829;2018;2
3702176995;2018;14
3702176995;2019;21
3702176995;2020;27
3702176995;2021;34
3702176995;2022;26
3702177195;2018;6
3702177195;2019;9
3702177195;2021;16
3702177195;2022;21
3702177501;2018;0
3702177501;2019;0
3702177501;2020;0
3702177501;2021;0
3702177501;2022;1
3702177540;2018;0
3702178061;2018;14
3702178061;2019;22
3702178223;2018;3
3702178223;2019;1
3702178223;2020;1
3702178223;2021;1
3702178223;2022;1
3702178505;2018;3
3702178505;2019;3
3702178505;2020;1
3702178505;2021;1
3702178505;2022;1
3702178640;2018;66
3702178640;2019;47
3702178640;2020;19
3702178865;2018;3
3702178865;2019;3
3702178865;2020;3
3702178865;2021;2
3702178865;2022;2
3702178897;2018;0
3702178897;2019;0
3702178897;2020;0
3702179146;2019;4
3702179146;2020;5
3702179146;2021;4
3702179146;2022;2
3702179435;2018;2
3702179435;2019;2
3702179474;2018;36
3702179474;2019;1
3702179562;2018;13
3702179562;2019;3
3702179562;2020;1
3702179604;2018;0
3702179604;2019;0
3702179604;2020;1
3702179604;2021;4
3702179604;2022;11
3702179636;2018;1
3702179636;2019;3
3702179636;2020;3
3702179636;2021;3
3702179636;2022;3
3702179700;2018;3
3702179700;2019;1
3702179731;2018;1
3702179731;2019;1
3702179731;2020;4
3702179731;2021;4
3702179731;2022;6
3702179851;2018;1
3702179851;2019;1
3702179851;2020;0
3702180286;2018;82
3702180286;2019;0
3702180286;2020;0
3702180303;2018;85
3702180303;2019;0
3702180310;2018;59
3702180310;2019;0
3702180310;2020;0
3702180328;2018;5
3702180328;2019;3
3702180328;2020;0
3702180328;2021;0
3702180328;2022;0
3702180399;2019;1
3702180399;2021;0
3702181040;2018;1
3702181040;2019;1
3702181040;2020;0
3702181040;2021;1
3702181040;2022;1
3702181113;2018;1
3702181152;2018;0
3702181152;2019;1
3702181152;2020;13
3702181152;2021;12
3702181152;2022;13
3702181547;2018;0
3702181547;2019;2
3702181547;2020;5
3702181547;2021;1
3702181547;2022;1
3702181635;2018;0
3702181635;2019;1
3702181635;2020;1
3702181635;2021;1
3702181635;2022;0
3702181843;2018;4
3702181843;2019;7
3702181843;2020;6
3702181843;2021;5
3702181843;2022;3
3702182156;2018;0
3702182156;2019;0
3702182251;2018;2
3702182251;2019;3
3702182251;2020;0
3702182251;2021;2
3702182251;2022;3
3702182678;2019;22
3702182678;2020;0
3702182678;2021;1
3702182678;2022;0
3702182702;2018;1
3702182702;2019;1
3702182702;2020;1
3702182702;2022;8
3702182861;2019;1
3702182861;2020;0
3702182861;2021;1
3702182861;2022;0
3702183030;2018;0
3702183030;2019;0
3702183181;2018;12
3702183181;2019;6
3702183181;2020;2
3702183199;2018;1
3702183872;2018;18
3702183872;2019;8
3702183872;2020;7
3702183872;2021;3
3702183872;2022;0
3702183946;2018;33
3702183946;2019;1
3702183946;2020;0
3702183946;2021;0
3702183946;2022;0
3702184033;2018;2
3702184033;2019;2
3702184033;2020;2
3702184234;2018;1
3702184234;2019;1
3702184234;2020;2
3702184234;2021;29
3702184234;2022;33
3702184241;2018;0
3702184347;2018;3
3702184347;2019;2
3702184379;2018;0
3702184474;2018;0
3702184756;2018;2
3702184756;2019;3
3702184756;2020;0
3702184756;2021;3
3702184756;2022;3
3702184869;2019;1
3702184869;2020;1
3702184869;2021;1
3702184900;2018;81
3702184900;2019;129
3702184900;2020;0
3702185076;2018;5
3702185460;2018;1
3702185460;2019;1
3702185460;2020;1
3702185460;2021;2
3702185460;2022;1
3702185478;2018;7
3702185534;2018;3
3702185534;2019;3
3702185534;2020;1
3702185534;2021;1
3702185534;2022;1
3702185693;2018;0
3702185735;2018;10
3702185735;2019;7
3702185735;2020;2
3702185735;2021;1
3702185735;2022;1
3702185830;2018;1
3702185830;2019;1
3702186023;2018;31
3702186023;2019;1
3702186087;2018;1
3702186087;2019;1
3702186087;2020;5
3702186087;2021;2
3702186087;2022;0
3702186545;2018;1
3702186545;2019;2
3702186545;2020;2
3702186545;2021;2
3702186545;2022;2
3702187443;2018;1
3702187443;2019;1
3702187443;2020;1
3702187443;2021;2
3702187443;2022;1
3702187450;2018;26
3702187450;2019;22
3702187450;2020;10
3702187450;2021;10
3702187450;2022;7
3702187732;2018;1
3702187838;2018;5
3702187838;2019;3
3702187838;2020;1
3702188221;2019;0
3702188503;2018;0
3702188503;2019;1
3702188503;2020;0
3702188503;2021;0
3702188503;2022;1
3702188535;2018;9
3702188535;2019;7
3702188535;2020;3
3702188535;2021;2
3702188535;2022;1
3702188599;2018;0
3702188599;2019;1
3702188599;2020;1
3702188599;2021;1
3702188599;2022;1
3702189169;2018;0
3702189539;2018;4
3702189539;2019;7
3702189539;2020;6
3702189539;2021;5
3702189539;2022;5
3702189553;2018;0
3702190005;2019;4
3702190005;2020;3
3702190005;2021;5
3702190005;2022;6
3702190118;2018;3
3702190118;2019;6
3702190118;2020;3
3702190118;2021;2
3702190118;2022;2
3702190132;2018;3
3702190132;2019;7
3702190132;2020;4
3702190132;2021;1
3702190132;2022;1
3702190284;2018;7
3702190284;2019;7
3702190284;2020;4
3702190284;2021;4
3702190284;2022;6
3702190414;2018;13
3702190414;2019;14
3702190414;2020;12
3702190414;2021;13
3702190414;2022;12
3702190654;2018;1
3702190654;2019;1
3702190654;2020;0
3702191217;2018;0
3702191217;2019;0
3702191337;2018;0
3702191337;2019;0
3702191337;2020;0
3702191337;2021;0
3702191337;2022;1
3702191369;2018;1
3702191369;2019;0
3702191369;2020;0
3702191369;2021;0
3702191369;2022;0
3702191376;2018;2
3702191376;2019;2
3702191760;2018;13
3702191760;2019;14
3702191760;2020;0
3702191760;2021;15
3702191760;2022;14
3702191947;2018;0
3702191947;2019;1
3702191947;2020;0
3702191947;2021;0
3702191947;2022;0
3702191961;2018;3
3702191961;2019;4
3702191961;2020;2
3702191961;2021;2
3702191961;2022;2
3702192122;2018;9
3702192122;2019;5
3702192122;2020;3
3702192122;2021;1
3702192250;2018;71
3702192250;2019;47
3702192362;2018;2
3702192362;2019;4
3702192362;2020;10
3702192362;2021;15
3702192362;2022;14
3702192404;2018;1
3702192443;2018;5
3702192443;2019;10
3702192443;2020;9
3702192482;2019;1
3702192482;2020;1
3702192482;2021;1
3702192482;2022;1
3702192570;2018;0
3702192570;2019;1
3702192570;2020;71
3702192570;2021;52
3702192570;2022;0
3702192612;2018;0
3702192690;2018;12
3702192690;2019;29
3702192690;2020;35
3702192690;2021;37
3702192690;2022;39
3702193045;2018;0
3702193045;2019;1
3702193045;2020;1
3702193045;2021;1
3702193045;2022;1
3702193581;2018;0
3702193581;2019;0
3702193581;2020;0
3702193581;2021;0
3702193581;2022;0
3702193937;2019;1
3702194112;2018;1
3702194112;2019;2
3702194112;2020;3
3702194112;2021;3
3702194112;2022;3
3702194793;2018;1
3702194793;2019;1
3702194793;2020;0
3702194793;2021;3
3702194793;2022;2
3702194803;2018;2
3702194803;2019;3
3702194803;2021;2
3702194803;2022;1
3702195074;2018;4
3702195074;2019;5
3702195074;2020;5
3702195074;2021;2
3702195074;2022;1
3702195109;2018;0
3702195109;2019;0
3702195395;2018;3
3702195395;2019;2
3702195420;2018;5
3702195420;2019;10
3702195420;2020;0
3702195420;2021;1
3702195483;2018;3
3702195483;2019;4
3702195483;2020;2
3702195483;2021;2
3702195483;2022;1
3702195606;2018;18
3702195606;2019;19
3702195660;2018;5
3702195660;2019;9
3702195660;2020;0
3702195660;2021;4
3702195660;2022;5
3702195691;2018;0
3702195719;2018;2
3702195719;2019;4
3702195719;2020;3
3702195719;2021;4
3702195719;2022;4
3702196247;2018;2
3702196247;2019;1
3702196247;2020;1
3702196247;2021;1
3702196247;2022;1
3702196399;2018;10
3702196399;2019;11
3702196399;2020;9
3702196399;2021;12
3702196399;2022;15
3702196889;2018;1
3702196889;2019;10
3702196889;2020;14
3702196889;2021;14
3702196889;2022;13
3702197106;2018;4
3702197106;2019;5
3702197106;2020;5
3702197106;2021;5
3702197106;2022;4
3702197240;2018;1
3702197240;2019;8
3702197240;2020;6
3702197240;2021;6
3702197240;2022;6
3702198364;2018;0
3702198364;2019;1
3702198364;2020;2
3702198364;2021;2
3702198364;2022;3
3702198396;2018;1
3702198396;2019;1
3702198396;2020;1
3702198396;2021;1
3702198396;2022;1
3702198445;2018;1
3702198445;2019;1
3702198445;2020;2
3702198445;2021;3
3702198445;2022;3
3702198741;2018;2
3702198741;2019;19
3702198741;2020;18
3702198741;2021;35
3702198741;2022;50
3702198830;2018;11
3702198830;2019;20
3702198830;2020;29
3702198830;2021;45
3702198830;2022;40
3702199054;2018;2
3702199054;2019;3
3702199054;2020;2
3702199054;2021;2
3702199150;2018;2
3702199150;2019;3
3702199150;2020;3
3702199150;2021;3
3702199150;2022;1
3702199329;2018;0
3702199329;2019;0
3702199551;2018;3
3702199551;2019;7
3702199551;2020;7
3702199551;2021;9
3702199551;2022;8
3702199664;2018;0
3702199664;2019;4
3702199664;2020;3
3702199664;2021;4
3702199664;2022;1
3702199865;2018;1
3702200020;2018;4
3702200020;2019;1
3702200020;2020;1
3702200743;2018;6
3702200831;2018;1
3702200831;2020;0
3702200888;2018;1
3702200888;2019;1
3702200888;2020;1
3702200888;2021;1
3702200888;2022;1
3702200951;2018;21
3702200951;2019;53
3702200951;2020;64
3702200951;2021;61
3702200951;2022;13
3702200969;2018;0
3702201024;2018;2
3702201024;2019;4
3702201024;2020;3
3702201024;2021;9
3702201024;2022;6
3702201240;2018;33
3702201240;2019;31
3702201240;2020;32
3702201240;2021;21
3702201240;2022;19
3702201338;2018;1
3702201338;2019;1
3702201338;2020;1
3702201338;2021;1
3702201338;2022;1
3702201592;2018;4
3702201592;2019;3
3702201592;2020;2
3702201698;2018;0
3702201698;2019;0
3702201698;2020;0
3702201698;2021;1
3702201698;2022;1
3702201715;2018;1
3702201715;2019;3
3702201715;2020;3
3702201715;2021;3
3702201923;2019;1
3702201923;2020;0
3702201923;2021;1
3702202211;2018;8
3702202211;2019;26
3702202211;2020;32
3702202211;2021;45
3702202211;2022;45
3702202606;2019;3
3702202606;2020;0
3702202606;2021;0
3702202606;2022;0
3702202684;2018;0
3702202684;2019;1
3702202684;2020;1
3702202684;2021;6
3702202684;2022;4
3702202758;2018;1
3702202758;2019;4
3702202758;2020;12
3702202758;2021;5
3702202758;2022;6
3702202797;2018;0
3702202807;2018;0
3702202860;2018;0
3702203575;2018;0
3702203575;2019;0
3702203663;2018;0
3702203663;2019;0
3702203776;2018;5
3702203776;2019;24
3702203776;2020;20
3702203776;2021;26
3702203776;2022;27
3702203790;2018;1
3702203790;2019;74
3702203790;2020;72
3702203790;2021;69
3702203790;2022;65
3702203818;2018;0
3702203818;2019;1
3702203818;2020;6
3702203818;2021;13
3702203818;2022;19
3702203977;2018;0
3702204258;2018;0
3702204258;2020;0
3702204258;2021;0
3702204258;2022;0
3702204378;2020;1
3702204378;2022;1
3702204459;2018;1
3702204459;2019;1
3702204459;2020;2
3702204459;2021;4
3702204459;2022;5
3702204748;2018;0
3702204748;2019;1
3702204748;2020;0
3702204829;2018;6
3702204829;2019;16
3702204829;2020;14
3702204829;2021;14
3702204829;2022;10
3702204917;2018;9
3702204917;2019;15
3702204917;2020;0
3702204917;2021;5
3702204917;2022;3
3702204931;2018;3
3702204931;2019;18
3702204931;2020;36
3702204931;2021;41
3702204931;2022;36
3702204995;2018;11
3702204995;2019;13
3702204995;2020;16
3702204995;2021;18
3702204995;2022;20
3702205011;2018;2
3702205011;2019;6
3702205011;2020;6
3702205011;2021;7
3702205011;2022;7
3702205090;2018;1
3702205090;2019;2
3702205090;2020;3
3702205090;2021;3
3702205090;2022;9
3702205124;2018;1
3702205124;2019;9
3702205124;2020;12
3702205124;2021;9
3702205124;2022;6
3702205163;2018;11
3702205163;2019;11
3702205163;2020;13
3702205163;2021;13
3702205163;2022;14
3702205244;2018;0
3702205244;2019;0
3702205244;2020;1
3702205244;2021;1
3702205244;2022;1
3702205357;2018;1
3702205357;2019;1
3702205357;2020;0
3702205357;2021;2
3702205357;2022;2
3702205364;2018;1
3702205364;2019;7
3702205364;2020;12
3702205364;2021;11
3702205364;2022;6
3702205445;2018;0
3702205445;2019;0
3702205445;2020;1
3702205445;2021;0
3702205477;2018;3
3702205477;2019;1
3702205477;2020;0
3702205621;2018;0
3702205621;2019;1
3702205702;2018;1
3702205702;2019;5
3702205734;2019;0
3702206015;2018;0
3702206015;2019;0
3702206128;2018;1
3702206174;2018;0
3702206456;2018;1
3702206456;2019;1
3702206456;2020;0
3702206456;2021;1
3702206456;2022;1
3702206752;2018;0
3702206752;2019;3
3702206752;2020;3
3702206752;2021;3
3702206752;2022;2
3702206760;2018;1
3702206760;2019;15
3702206760;2020;17
3702206760;2021;17
3702206760;2022;13
3702207065;2018;0
3702207065;2019;0
3702207065;2020;0
3702207065;2021;1
3702207065;2022;1
3702207509;2018;0
3702207509;2019;42
3702207509;2020;37
3702207509;2021;40
3702207509;2022;45
3702207883;2018;0
3702207883;2019;0
3702207883;2020;0
3702207883;2021;1
3702207883;2022;0
3702207940;2018;0
3702207940;2019;0
3702207940;2020;2
3702207940;2021;3
3702207940;2022;2
3702208171;2018;1
3702208171;2019;11
3702208171;2020;9
3702208171;2021;9
3702209168;2018;0
3702209471;2018;1
3702209471;2019;19
3702209471;2020;23
3702209471;2021;29
3702209513;2018;1
3702209513;2019;1
3702209545;2019;1
3702209545;2020;1
3702209545;2021;1
3702209545;2022;1
3702209619;2018;0
3702209640;2018;1
3702209640;2019;1
3702209640;2020;0
3702209640;2021;1
3702209640;2022;1
3702209739;2018;1
3702209739;2020;0
3702209993;2018;0
3702209993;2019;1
3702210075;2018;0
3702210075;2019;59
3702210075;2020;14
3702210075;2021;0
3702210075;2022;1
3702210117;2018;0
3702210117;2019;86
3702210117;2020;36
3702210117;2021;0
3702210149;2018;0
3702210149;2019;53
3702210149;2020;4
3702210149;2021;0
3702210276;2018;0
3702210558;2018;0
3702210558;2019;7
3702210558;2020;26
3702210558;2021;40
3702210558;2022;55
3702210942;2018;1
3702210942;2019;9
3702210942;2020;10
3702210942;2021;9
3702210942;2022;10
3702211167;2018;1
3702211167;2019;0
3702211209;2018;1
3702211209;2019;12
3702211209;2020;11
3702211209;2021;9
3702211294;2018;0
3702211294;2019;1
3702211417;2019;3
3702211424;2018;0
3702211424;2019;0
3702211424;2021;0
3702211424;2022;7
3702211689;2019;59
3702211689;2020;43
3702211689;2021;43
3702211689;2022;34
3702211819;2019;6
3702211819;2020;10
3702211819;2021;7
3702211819;2022;7
3702211946;2019;2
3702211946;2020;7
3702211946;2021;9
3702211946;2022;7
3702211960;2019;0
3702212033;2019;4
3702212072;2019;0
3702212072;2020;0
3702212072;2021;1
3702212072;2022;1
3702212121;2019;1
3702212146;2019;1
3702212146;2020;1
3702212146;2021;1
3702212146;2022;1
3702212202;2019;2
3702212202;2020;6
3702212202;2021;18
3702212202;2022;9
3702212700;2019;7
3702212700;2020;9
3702212700;2021;8
3702212700;2022;7
3702212844;2019;1
3702212844;2020;0
3702212844;2021;0
3702212844;2022;0
3702212971;2019;1
3702212971;2020;2
3702212971;2021;3
3702212989;2019;2
3702212989;2020;3
3702212989;2021;1
3702212989;2022;1
3702213164;2019;3
3702213164;2020;1
3702213164;2021;1
3702213164;2022;1
3702213213;2019;1
3702213213;2020;0
3702213372;2019;2
3702213372;2021;0
3702213372;2022;0
3702213492;2020;2
3702213492;2021;2
3702213492;2022;2
3702213566;2019;0
3702213566;2020;0
3702213566;2021;1
3702213566;2022;4
3702213580;2019;0
3702213580;2020;1
3702213580;2021;6
3702213580;2022;9
3702213728;2019;1
3702213728;2020;1
3702213728;2021;5
3702213728;2022;4
3702213904;2019;0
3702213904;2020;1
3702213904;2021;1
3702213904;2022;3
3702214048;2019;0
3702214048;2020;2
3702214048;2021;2
3702214048;2022;2
3702214150;2019;11
3702214150;2020;22
3702214150;2021;26
3702214150;2022;30
3702214224;2019;1
3702214224;2020;0
3702214224;2021;0
3702214224;2022;1
3702214383;2019;2
3702214383;2020;5
3702214383;2021;4
3702214383;2022;4
3702214739;2019;1
3702214739;2020;0
3702214739;2021;4
3702214778;2019;1
3702214873;2019;2
3702214873;2020;3
3702214873;2021;3
3702214873;2022;4
3702214898;2019;0
3702214898;2020;1
3702214898;2021;1
3702215186;2019;3
3702215186;2020;2
3702215186;2021;2
3702215186;2022;2
3702215267;2019;0
3702215267;2020;1
3702215267;2021;1
3702215330;2019;0
3702215330;2020;2
3702215330;2021;4
3702215330;2022;5
3702215429;2019;1
3702215429;2020;3
3702215429;2021;3
3702215429;2022;2
3702215443;2019;1
3702215443;2020;1
3702215443;2021;0
3702215443;2022;1
3702215718;2019;1
3702215718;2020;0
3702215740;2019;1
3702215740;2020;1
3702215740;2021;1
3702215740;2022;1
3702215771;2019;10
3702216013;2019;1
3702216013;2020;4
3702216165;2019;1
3702216165;2020;1
3702216165;2021;1
3702216165;2022;1
3702216221;2019;1
3702216447;2019;1
3702216447;2020;2
3702216447;2021;9
3702216447;2022;8
3702216670;2019;0
3702216670;2020;0
3702216736;2019;18
3702216736;2020;28
3702216736;2021;28
3702216736;2022;27
3702216743;2019;8
3702216743;2020;9
3702216743;2021;6
3702216743;2022;6
3702216976;2019;1
3702216976;2020;1
3702216990;2019;1
3702216990;2020;0
3702216990;2021;0
3702216990;2022;2
3702217200;2019;8
3702217200;2020;8
3702217200;2021;8
3702217200;2022;12
3702217232;2019;0
3702217232;2020;0
3702217338;2019;0
3702217338;2020;0
3702217338;2021;0
3702217338;2022;0
3702217578;2019;1
3702217578;2020;1
3702217578;2021;1
3702217592;2019;1
3702217592;2020;0
3702217592;2021;0
3702217867;2019;0
3702217867;2020;1
3702217867;2021;1
3702217867;2022;1
3702218148;2019;1
3702218148;2020;1
3702218148;2021;1
3702218148;2022;1
3702218204;2019;12
3702218613;2019;7
3702218613;2020;15
3702218613;2021;17
3702218613;2022;23
3702218638;2019;9
3702218638;2020;9
3702218638;2021;7
3702218638;2022;7
3702219254;2019;2
3702219254;2020;0
3702219254;2021;0
3702219293;2019;2
3702219293;2020;5
3702219293;2021;8
3702219293;2022;12
3702219455;2019;15
3702219455;2020;57
3702219455;2021;80
3702219455;2022;75
3702219462;2019;0
3702219494;2019;13
3702219494;2020;40
3702219494;2021;12
3702219600;2019;1
3702219600;2020;1
3702219600;2021;5
3702219600;2022;4
3702219617;2019;4
3702219617;2020;2
3702219617;2021;2
3702219617;2022;1
3702219712;2019;0
3702219712;2020;2
3702219712;2021;5
3702219712;2022;3
3702219769;2019;1
3702219769;2020;1
3702219938;2019;0
3702219960;2019;2
3702219960;2020;1
3702219960;2021;2
3702219960;2022;1
3702219984;2019;1
3702219984;2020;4
3702219984;2021;3
3702219984;2022;6
3702220179;2019;5
3702220179;2020;8
3702220179;2021;9
3702220179;2022;8
3702220274;2019;4
3702220274;2020;4
3702220281;2019;0
3702220281;2020;0
3702220299;2019;0
3702220605;2019;1
3702220605;2021;3
3702220605;2022;3
3702220740;2019;0
3702220740;2020;0
3702220789;2019;0
3702220789;2020;1
3702220845;2019;0
3702220852;2019;3
3702220852;2020;3
3702220852;2021;23
3702220852;2022;28
3702221020;2019;0
3702221020;2020;0
3702221038;2019;0
3702221091;2019;0
3702221091;2020;0
3702221091;2021;0
3702221285;2019;1
3702221285;2020;3
3702221285;2021;2
3702221285;2022;0
3702221359;2019;0
3702221359;2020;1
3702221359;2021;2
3702221359;2022;7
3702221630;2019;24
3702221630;2020;56
3702221630;2021;38
3702221630;2022;2
3702221831;2019;0
3702221831;2020;1
3702222120;2019;0
3702222120;2020;0
3702222120;2021;0
3702222120;2022;0
3702222183;2019;0
3702222867;2019;0
3702222867;2020;258
3702222867;2021;285
3702222867;2022;37
3702222899;2019;0
3702222987;2019;1
3702222987;2020;0
3702223130;2019;10
3702223130;2020;0
3702223130;2021;24
3702223130;2022;23
3702223170;2019;0
3702223170;2020;0
3702223170;2021;0
3702223170;2022;3
3702223300;2019;1
3702223300;2020;3
3702223300;2021;2
3702223300;2022;1
3702223476;2020;0
3702223606;2019;1
3702223606;2020;1
3702223606;2021;1
3702223606;2022;1
3702223645;2019;0
3702223645;2020;0
3702223645;2021;0
3702223645;2022;0
3702223677;2019;1
3702223677;2020;1
3702223677;2021;1
3702223677;2022;1
3702223797;2019;0
3702223797;2020;4
3702223797;2021;4
3702223797;2022;4
3702224222;2019;0
3702224222;2020;4
3702224222;2021;3
3702224222;2022;5
3702224712;2019;1
3702224712;2020;2
3702224712;2021;2
3702224712;2022;0
3702225226;2019;0
3702225226;2020;0
3702225226;2021;1
3702225226;2022;1
3702225240;2019;0
3702225561;2019;0
3702225561;2020;2
3702225561;2021;2
3702225561;2022;2
3702225650;2019;1
3702225650;2020;0
3702225650;2021;2
3702225650;2022;2
3702225699;2019;2
3702225699;2020;4
3702225699;2021;3
3702225699;2022;1
3702225988;2019;1
3702225988;2020;2
3702225988;2021;2
3702225995;2019;0
3702225995;2020;1
3702225995;2021;1
3702225995;2022;3
3702226043;2019;0
3702226043;2020;1
3702226043;2021;0
3702226131;2019;1
3702226131;2020;1
3702226131;2021;6
3702226131;2022;3
3702226501;2019;1
3702226501;2020;2
3702226501;2021;8
3702226501;2022;8
3702226710;2019;0
3702226710;2020;2
3702226710;2021;2
3702226710;2022;2
3702227054;2019;1
3702227054;2020;2
3702227054;2021;3
3702227054;2022;1
3702227216;2020;0
3702227216;2021;1
3702227248;2019;1
3702227248;2020;1
3702227248;2021;1
3702227248;2022;1
3702227270;2019;1
3702227270;2020;3
3702227270;2021;5
3702227270;2022;5
3702227350;2019;1
3702227350;2020;3
3702227350;2021;0
3702227424;2019;1
3702227424;2020;1
3702227424;2021;1
3702227424;2022;3
3702227537;2019;1
3702227537;2020;1
3702227537;2022;0
3702227625;2019;0
3702227625;2020;1
3702227625;2021;4
3702227625;2022;7
3702228114;2021;1
3702228114;2022;1
3702228259;2019;0
3702228259;2020;2
3702228259;2021;3
3702228259;2022;1
3702228347;2019;1
3702228347;2020;1
3702228347;2021;1
3702228347;2022;1
3702228354;2019;0
3702228354;2020;1
3702228403;2019;0
3702228403;2020;0
3702228403;2021;3
3702228403;2022;11
3702228442;2019;1
3702228442;2020;1
3702228442;2021;1
3702228442;2022;1
3702228643;2019;1
3702228700;2019;1
3702228700;2020;7
3702228700;2021;5
3702228700;2022;1
3702228795;2019;0
3702228795;2020;1
3702228805;2019;3
3702228805;2020;5
3702228805;2021;5
3702228805;2022;4
3702229100;2020;1
3702229189;2020;0
3702229189;2021;0
3702229189;2022;0
3702229252;2019;0
3702229252;2020;1
3702229252;2021;2
3702229252;2022;3
3702229407;2019;1
3702229407;2020;1
3702229407;2021;1
3702229407;2022;1
3702229573;2019;1
3702229573;2020;17
3702229573;2021;2
3702229573;2022;1
3702229929;2019;1
3702229929;2020;7
3702229929;2021;10
3702229929;2022;13
3702230089;2019;0
3702230787;2019;0
3702230787;2020;5
3702230787;2021;6
3702230787;2022;5
3702232576;2018;0
3702232576;2019;0
3702232576;2020;1
3702232576;2021;0
3702232576;2022;9
3702234326;2018;5
3702234326;2019;5
3702234326;2020;5
3702234326;2021;5
3702234326;2022;4
3702234446;2019;1
3702234446;2020;44
3702234446;2021;48
3702234446;2022;42
3702234453;2019;1
3702234453;2020;4
3702234453;2021;1
3702234453;2022;0
3702234654;2019;0
3702234654;2020;78
3702234654;2021;76
3702234654;2022;59
3702234862;2019;1
3702234862;2021;2
3702234862;2022;3
3702234911;2019;1
3702234911;2020;2
3702234911;2021;5
3702234911;2022;2
3702235200;2019;1
3702235200;2020;1
3702235200;2022;11
3702235312;2019;0
3702235312;2020;0
3702235312;2021;21
3702235312;2022;22
3702235400;2019;0
3702235400;2020;49
3702235400;2021;51
3702235400;2022;41
3702236130;2020;3
3702236130;2021;3
3702236130;2022;2
3702236235;2020;0
3702236235;2021;2
3702236235;2022;1
3702236242;2020;1
3702236500;2020;8
3702236500;2021;10
3702236500;2022;9
3702236676;2020;1
3702236676;2021;1
3702236676;2022;46
3702236933;2020;0
3702237550;2020;1
3702237550;2021;0
3702237550;2022;0
3702237609;2020;0
3702237824;2020;0
3702237824;2021;0
3702237824;2022;15
3702237849;2020;3
3702237849;2021;3
3702237849;2022;4
3702238169;2020;7
3702238169;2021;13
3702238169;2022;13
3702238190;2020;14
3702238190;2021;37
3702238190;2022;39
3702238313;2020;1
3702238313;2021;5
3702238313;2022;5
3702238384;2020;1
3702238384;2021;1
3702238384;2022;1
3702238419;2020;6
3702238419;2021;5
3702238419;2022;4
3702238666;2020;1
3702238666;2021;2
3702238666;2022;3
3702238722;2020;0
3702238722;2021;1
3702238722;2022;0
3702238786;2020;2
3702238786;2021;2
3702238786;2022;1
3702238810;2020;3
3702238810;2021;5
3702238810;2022;5
3702239099;2020;0
3702239099;2021;0
3702239099;2022;0
3702239204;2020;1
3702239412;2020;0
3702239412;2021;1
3702239412;2022;1
3702239437;2020;1
3702239437;2021;1
3702239437;2022;32
3702239476;2020;1
3702239476;2021;1
3702239684;2020;0
3702239684;2021;1
3702239684;2022;1
3702239758;2020;2
3702239758;2021;2
3702239758;2022;1
3702239910;2020;0
3702239910;2021;0
3702239910;2022;43
3702240104;2020;0
3702240104;2021;6
3702240104;2022;7
3702240182;2020;1
3702240182;2021;1
3702240182;2022;1
3702240425;2020;1
3702240425;2021;2
3702240425;2022;1
3702240577;2020;3
3702240577;2022;1
3702240584;2020;0
3702240584;2021;0
3702240584;2022;0
3702240746;2020;55
3702240746;2021;136
3702240746;2022;141
3702240873;2020;1
3702240873;2021;3
3702240873;2022;2
3702241108;2020;0
3702241108;2021;6
3702241108;2022;7
3702241115;2020;1
3702241115;2021;0
3702241115;2022;1
3702241355;2020;1
3702241355;2021;3
3702241355;2022;3
3702241450;2020;1
3702241450;2021;4
3702241450;2022;5
3702241468;2021;1
3702241468;2022;1
3702241595;2020;6
3702241595;2021;0
3702241595;2022;0
3702241740;2020;0
3702241740;2021;1
3702241740;2022;1
3702241764;2020;1
3702241764;2021;1
3702241877;2020;0
3702241877;2021;1
