tin;year;employees_count
5403135610;2019;2
5403135610;2020;2
5403135610;2021;3
5403135610;2022;3
5403137543;2018;6
5403137543;2019;5
5403137543;2020;5
5403137543;2021;6
5403137543;2022;5
5403138177;2018;20
5403138177;2019;18
5403138177;2020;19
5403138177;2021;17
5403138177;2022;13
5403141035;2018;6
5403141035;2019;4
5403182095;2018;1
5403182095;2019;1
5403182095;2020;1
5403182095;2021;1
5403182095;2022;1
5403182715;2018;4
5403182715;2019;3
5403182715;2020;3
5403182715;2021;4
5403182715;2022;4
5403200957;2018;0
5403200957;2019;2
5403200957;2020;2
5403200957;2021;2
5403200957;2022;3
5403213963;2018;1
5403213963;2019;1
5403213963;2020;0
5403220512;2018;4
5403220512;2019;4
5403220512;2020;4
5403220512;2021;4
5403220512;2022;4
5403222439;2018;1
5403222439;2019;1
5403222439;2020;0
5403233455;2018;28
5403233455;2019;24
5403233455;2020;28
5403233455;2021;30
5403233455;2022;34
5403233617;2018;4
5403233617;2019;4
5403233617;2020;3
5403233617;2021;3
5403233617;2022;3
5403320997;2018;0
5403320997;2019;1
5403320997;2020;1
5403320997;2021;1
5403322666;2018;3
5403322666;2019;2
5403322666;2020;2
5403322666;2021;2
5403325459;2018;0
5403325459;2019;0
5403325459;2020;0
5403328587;2018;1
5403328587;2019;1
5403328587;2020;1
5403328587;2021;1
5403328587;2022;3
5403334372;2018;1
5403334372;2019;1
5403334372;2020;1
5403334372;2021;1
5403334372;2022;1
5403338440;2018;0
5403338440;2019;0
5403339532;2018;9
5403339532;2019;6
5403339532;2020;4
5403339532;2021;3
5403339532;2022;5
5403340584;2018;14
5403340584;2019;9
5403340584;2020;0
5403340584;2021;19
5403340584;2022;23
5403345783;2018;6
5403345783;2019;4
5403345783;2020;3
5403345783;2021;3
5403345783;2022;3
5403346681;2018;0
5403346681;2019;0
5403346681;2021;0
5403346681;2022;3
5403348093;2018;2
5403348093;2019;1
5403354315;2018;7
5403354315;2019;5
5403354315;2020;0
5403354315;2021;5
5403354315;2022;1
5403356224;2018;1
5403357933;2018;1
5403357933;2019;1
5403357933;2020;1
5403357933;2021;1
5403357933;2022;1
5403358052;2018;7
5403358052;2019;7
5403358052;2020;0
5403358430;2018;1
5403358430;2019;1
5403358430;2020;1
5403358430;2021;1
5403358630;2018;18
5403358630;2019;18
5403358630;2020;18
5403358630;2021;7
5403363775;2018;0
5403363775;2019;0
5403363775;2020;1
5403364970;2018;48
5404002404;2018;0
5404002404;2019;0
5404002404;2020;0
5404002404;2021;0
5404002404;2022;0
5404003790;2018;0
5404003790;2019;0
5404003790;2020;1
5404003790;2021;1
5404003790;2022;1
5404006279;2018;2
5404006279;2019;1
5404006279;2020;0
5404009368;2018;1
5404009368;2019;3
5404009368;2020;24
5404009368;2021;1
5404009368;2022;0
5404011141;2018;23
5404011141;2019;26
5404011141;2020;23
5404011141;2021;25
5404011141;2022;25
5404020883;2018;30
5404020883;2019;38
5404020883;2020;30
5404020883;2021;30
5404020883;2022;36
5404022256;2018;1
5404022256;2019;1
5404022256;2020;1
5404022256;2021;1
5404022256;2022;1
5404023309;2018;44
5404023309;2019;40
5404023309;2020;31
5404023926;2018;8
5404023926;2019;7
5404023926;2020;0
5404023926;2021;1
5404023926;2022;1
5404026500;2018;5
5404026500;2019;3
5404026500;2020;3
5404026500;2021;3
5404026500;2022;2
5404035752;2018;0
5404035752;2019;0
5404035752;2021;0
5404035752;2022;0
5404039281;2018;1
5404039281;2019;3
5404039281;2020;6
5404039281;2021;6
5404039281;2022;10
5404041869;2018;1
5404041869;2019;1
5404041869;2020;1
5404041869;2021;2
5404041869;2022;2
5404044242;2018;1
5404044242;2019;1
5404044242;2020;4
5404044242;2021;5
5404044242;2022;5
5404045380;2018;1
5404045599;2018;25
5404045599;2019;6
5404046232;2018;22
5404046232;2019;2
5404046232;2020;3
5404046232;2021;3
5404046480;2018;7
5404046480;2019;9
5404046480;2020;9
5404046480;2021;13
5404046480;2022;16
5404047564;2018;29
5404047564;2019;33
5404047564;2020;40
5404047564;2021;52
5404047564;2022;69
5404048230;2018;1
5404048230;2019;1
5404048230;2020;1
5404048230;2021;1
5404048230;2022;1
5404049025;2018;15
5404049025;2019;10
5404049025;2020;21
5404053127;2018;0
5404053127;2019;1
5404053127;2020;1
5404053127;2021;1
5404053127;2022;1
5404055935;2018;2
5404055935;2019;2
5404055935;2020;1
5404055935;2021;2
5404055935;2022;2
5404057996;2018;61
5404057996;2019;23
5404057996;2020;0
5404057996;2021;7
5404057996;2022;10
5404061470;2018;1
5404061470;2019;1
5404061470;2020;1
5404061470;2021;1
5404061470;2022;1
5404063171;2018;4
5404063171;2019;6
5404063171;2020;7
5404063171;2021;7
5404063171;2022;9
5404066133;2018;1
5404069046;2018;3
5404069046;2019;4
5404069046;2020;1
5404069046;2021;1
5404069046;2022;1
5404070725;2018;1
5404070725;2019;0
5404070725;2020;1
5404070725;2021;1
5404070725;2022;0
5404073540;2018;1
5404073540;2019;1
5404073540;2020;1
5404073540;2021;1
5404075561;2018;1
5404075561;2019;1
5404078481;2018;1
5404078481;2019;1
5404078481;2020;1
5404078481;2021;1
5404078481;2022;0
5404082304;2018;1
5404082304;2019;1
5404082304;2020;22
5404082304;2021;37
5404082304;2022;49
5404084742;2019;13
5404084742;2020;16
5404084742;2021;21
5404084742;2022;18
5404096120;2019;0
5404096120;2020;1
5404096120;2021;1
5404096120;2022;1
5404096353;2019;4
5404096353;2020;4
5404096353;2021;3
5404096353;2022;3
5404110216;2018;1
5404110216;2019;1
5404110216;2020;1
5404110216;2021;1
5404110216;2022;1
5404131872;2020;2
5404131872;2021;1
5404131872;2022;2
5404146540;2018;1
5404146540;2019;1
5404146540;2020;1
5404146540;2021;1
5404146540;2022;1
5404157422;2018;3
5404157422;2019;2
5404157422;2020;1
5404157422;2021;1
5404157422;2022;1
5404163923;2020;1
5404163923;2021;1
5404163923;2022;1
5404188484;2018;4
5404188484;2019;4
5404188484;2020;4
5404188484;2021;4
5404188484;2022;4
5404190349;2020;0
5404190349;2021;1
5404190349;2022;1
5404191529;2020;1
5404191529;2021;7
5404191529;2022;2
5404195996;2018;1
5404195996;2019;1
5404195996;2020;0
5404195996;2021;1
5404195996;2022;1
5404201390;2021;1
5404201390;2022;1
5404202178;2018;5
5404202178;2019;0
5404202178;2020;1
5404202971;2018;17
5404202971;2019;26
5404202971;2020;15
5404202971;2021;14
5404202971;2022;13
5404207602;2021;1
5404207602;2022;1
5404231549;2018;1
5404231549;2019;1
5404231549;2020;0
5404231549;2021;1
5404231549;2022;1
5404235021;2018;7
5404235021;2019;8
5404235021;2020;0
5404235021;2021;8
5404235021;2022;8
5404240857;2018;7
5404240857;2019;9
5404240857;2020;10
5404240857;2021;8
5404240857;2022;8
5404264791;2018;4
5404264791;2019;6
5404264791;2020;0
5404264791;2021;4
5404264791;2022;4
5404273066;2018;5
5404273066;2019;6
5404273066;2020;5
5404273066;2021;5
5404273066;2022;5
5404283177;2018;8
5404283177;2019;7
5404283177;2020;0
5404283177;2021;8
5404283177;2022;4
5404285696;2018;1
5404285696;2019;1
5404285696;2020;2
5404285696;2021;1
5404285696;2022;1
5404299963;2018;0
5404299963;2019;0
5404309280;2022;0
5404312692;2022;0
5404313382;2022;0
5404314210;2022;0
5404315125;2022;0
5404315157;2022;1
5404323670;2018;106
5404323670;2019;31
5404323670;2020;63
5404323670;2021;63
5404337383;2018;2
5404337383;2019;1
5404345440;2018;1
5404345440;2019;1
5404345440;2020;1
5404345440;2021;1
5404345440;2022;1
5404346349;2018;1
5404346349;2019;1
5404346349;2020;0
5404350345;2018;7
5404350345;2019;11
5404350345;2020;11
5404350345;2021;7
5404350345;2022;4
5404353522;2018;1
5404353522;2019;1
5404353522;2020;1
5404353522;2021;0
5404353522;2022;0
5404354822;2018;1
5404354822;2019;1
5404354822;2020;1
5404354822;2021;1
5404362164;2018;7
5404362164;2019;8
5404362164;2020;7
5404362164;2021;9
5404362164;2022;9
5404364620;2018;5
5404364620;2019;0
5404364620;2020;0
5404364620;2021;1
5404364620;2022;1
5404373399;2018;9
5404373399;2019;8
5404373399;2020;9
5404373399;2021;22
5404373399;2022;79
5404373744;2018;4
5404373744;2019;5
5404373744;2020;4
5404373744;2021;7
5404373744;2022;4
5404378710;2018;4
5404378710;2019;4
5404378710;2020;3
5404378710;2021;3
5404378710;2022;2
5404386119;2018;1
5404399220;2018;11
5404399220;2019;13
5404399220;2020;11
5404399220;2021;12
5404399220;2022;12
5404400412;2018;1
5404400412;2019;1
5404400412;2020;1
5404400412;2021;1
5404400412;2022;1
5404413027;2018;2
5404413027;2019;1
5404413027;2020;1
5404413027;2021;1
5404413027;2022;1
5404414165;2018;0
5404414165;2019;0
5404414165;2020;0
5404414165;2021;0
5404414165;2022;0
5404420962;2018;0
5404420962;2019;0
5404420962;2020;0
5404424029;2018;1
5404424029;2019;1
5404424029;2020;1
5404428672;2018;105
5404428672;2019;114
5404428672;2020;78
5404428672;2021;76
5404428672;2022;64
5404429838;2018;12
5404429838;2019;12
5404429838;2020;5
5404429838;2021;11
5404429838;2022;11
5404434500;2018;12
5404435905;2018;1
5404435905;2019;1
5404435905;2020;1
5404435905;2021;1
5404447636;2018;21
5404447636;2019;22
5404447636;2021;53
5404447636;2022;45
5404450928;2018;3
5404450928;2019;1
5404450928;2020;1
5404450928;2021;2
5404450928;2022;2
5404454930;2018;31
5404454930;2019;32
5404454930;2020;33
5404454930;2021;30
5404454930;2022;31
5404457730;2018;22
5404457730;2019;42
5404457730;2020;57
5404457730;2021;82
5404457730;2022;83
5404461704;2018;3
5404461704;2019;3
5404462024;2018;6
5404462024;2019;5
5404462024;2020;5
5404462024;2021;0
5404462024;2022;1
5404462754;2018;1
5404462754;2019;1
5404462754;2020;1
5404462754;2021;1
5404462754;2022;1
5404465508;2018;5
5404465508;2019;5
5404465508;2020;6
5404465508;2021;5
5404465508;2022;5
5404474982;2018;29
5404474982;2019;12
5404474982;2020;1
5404474982;2021;1
5404474982;2022;0
5404476066;2018;4
5404476066;2019;1
5404476066;2020;0
5404476066;2021;0
5404476066;2022;1
5404482077;2018;6
5404482077;2019;3
5404482077;2020;6
5404482077;2021;14
5404482077;2022;14
5404482655;2018;1
5404482655;2019;1
5404482655;2020;1
5404482775;2018;27
5404482775;2019;32
5404482775;2020;34
5404482775;2021;33
5404482775;2022;35
5404487396;2018;35
5404487396;2019;33
5404487396;2020;29
5404487396;2021;29
5404487396;2022;32
5404490230;2018;16
5404490230;2019;16
5404490230;2020;16
5404490230;2021;16
5404490230;2022;15
5404493625;2018;1
5404493625;2019;1
5404493625;2020;1
5404493625;2021;1
5404493625;2022;0
5404498327;2018;5
5404498327;2019;5
5404498327;2020;1
5404498327;2021;0
5404500640;2018;1
5404500640;2019;1
5404500640;2020;1
5404500640;2021;1
5404501386;2018;0
5404501386;2019;0
5404501386;2020;0
5404501386;2021;0
5404501548;2018;26
5404501548;2019;10
5404501548;2020;10
5404501548;2021;7
5404501548;2022;3
5404513529;2018;2
5404521199;2018;26
5404521199;2019;0
5404521199;2020;0
5404521199;2021;0
5404521199;2022;1
5404521311;2018;1
5404521311;2019;1
5404521311;2020;1
5404521311;2021;2
5404521311;2022;2
5404523051;2018;26
5404523051;2019;24
5404523051;2020;23
5404523051;2021;34
5404523051;2022;54
5404524538;2018;0
5404524538;2019;0
5404524538;2020;1
5404524538;2021;0
5405002929;2018;0
5405002929;2019;0
5405002929;2020;0
5405002929;2021;1
5405002929;2022;1
5405015798;2018;7
5405015798;2019;12
5405015798;2020;13
5405015798;2021;7
5405015798;2022;1
5405016689;2018;2
5405016689;2019;2
5405016689;2020;2
5405016689;2021;3
5405016689;2022;2
5405019810;2018;2
5405019810;2019;2
5405021833;2018;2
5405021833;2019;1
5405021833;2020;0
5405021833;2021;2
5405021833;2022;1
5405023020;2018;1
5405023020;2019;8
5405023020;2020;18
5405023020;2021;16
5405023020;2022;14
5405024665;2018;1
5405024665;2019;1
5405031493;2018;1
5405031493;2019;1
5405031493;2020;1
5405031493;2021;1
5405031493;2022;1
5405038019;2019;6
5405038019;2020;9
5405038019;2021;7
5405038019;2022;3
5405038516;2019;5
5405038516;2020;5
5405038516;2021;13
5405038516;2022;12
5405041406;2019;1
5405041685;2019;1
5405041685;2020;1
5405041685;2021;1
5405046549;2019;1
5405046549;2020;1
5405046549;2021;1
5405046549;2022;0
5405047221;2019;16
5405047221;2020;15
5405047221;2021;18
5405047221;2022;16
5405048803;2019;1
5405048803;2020;1
5405052119;2020;1
5405052119;2021;1
5405052119;2022;0
5405054525;2020;2
5405054525;2021;2
5405054525;2022;2
5405056138;2020;1
5405056586;2020;1
5405056586;2021;4
5405056586;2022;0
5405057798;2020;0
5405058128;2020;1
5405058128;2021;3
5405060631;2020;1
5405060631;2021;1
5405060631;2022;1
5405062526;2021;3
5405062526;2022;4
5405063488;2021;5
5405063488;2022;9
5405064481;2021;1
5405064481;2022;1
5405064499;2021;2
5405064499;2022;14
5405065171;2021;0
5405065171;2022;0
5405067933;2021;0
5405067933;2022;1
5405068052;2021;1
5405068052;2022;0
5405068969;2021;1
5405068969;2022;6
5405069539;2022;4
5405069803;2022;6
5405069962;2022;1
5405071680;2022;1
5405071810;2022;0
5405073782;2022;3
5405075571;2022;0
5405076409;2022;1
5405077410;2022;0
5405079209;2022;0
5405107914;2018;2
5405107914;2019;2
5405107914;2020;2
5405107914;2021;1
5405107914;2022;1
5405113298;2018;3
5405113298;2019;3
5405113298;2020;3
5405113298;2021;3
5405113298;2022;3
5405132389;2020;0
5405169131;2018;6
5405169131;2019;6
5405169131;2020;7
5405169131;2021;6
5405169131;2022;6
5405180350;2018;0
5405180350;2019;1
5405220980;2018;1
5405220980;2019;2
5405220980;2020;3
5405220980;2021;3
5405220980;2022;4
5405224449;2018;1
5405224449;2019;1
5405224449;2020;1
5405224449;2021;1
5405224449;2022;1
5405232930;2019;1
5405246900;2018;54
5405246900;2019;54
5405246900;2020;51
5405246900;2021;46
5405246900;2022;45
5405250230;2018;1
5405250230;2019;1
5405250230;2020;1
5405250230;2021;0
5405250230;2022;1
5405252502;2018;2
5405252502;2019;2
5405252502;2020;2
5405252502;2021;2
5405252502;2022;2
5405304944;2018;38
5405304944;2019;32
5405304944;2020;35
5405304944;2021;44
5405304944;2022;62
5405309861;2018;5
5405309861;2019;0
5405309861;2020;1
5405309861;2021;1
5405310240;2018;12
5405310240;2019;52
5405310240;2020;85
5405310240;2021;119
5405310240;2022;179
5405320368;2018;0
5405320368;2019;0
5405320368;2020;0
5405320368;2021;0
5405320368;2022;1
5405325694;2018;18
5405325694;2019;19
5405325694;2020;14
5405325694;2021;10
5405325694;2022;9
5405327596;2018;11
5405327596;2019;9
5405327596;2020;8
5405327596;2021;6
5405327596;2022;1
5405330292;2018;1
5405336632;2018;1
5405371323;2018;1
5405371323;2019;0
5405371323;2021;1
5405375335;2018;19
5405375335;2019;19
5405375335;2020;15
5405375335;2021;18
5405375335;2022;18
5405377445;2018;12
5405377445;2019;11
5405377445;2020;10
5405377445;2021;11
5405377445;2022;10
5405386753;2018;10
5405386753;2019;10
5405386753;2020;9
5405386753;2021;9
5405386753;2022;8
5405396945;2018;4
5405396945;2019;2
5405396945;2020;0
5405396945;2021;3
5405396945;2022;3
5405398928;2018;2
5405398928;2020;0
5405399294;2018;0
5405407918;2018;1
5405413284;2018;18
5405413284;2019;18
5405413284;2020;11
5405413284;2021;11
5405413284;2022;11
5405417641;2018;1
5405419222;2019;0
5405424166;2018;2
5405424166;2019;1
5405424166;2020;1
5405424166;2021;1
5405424166;2022;1
5405429340;2018;9
5405429340;2019;2
5405429340;2020;0
5405429340;2021;0
5405429340;2022;1
5405435016;2018;36
5405435016;2019;36
5405435016;2020;34
5405435016;2021;35
5405435016;2022;33
5405435513;2018;0
5405435513;2020;1
5405435513;2021;1
5405435513;2022;2
5405436933;2018;0
5405436933;2019;0
5405436933;2020;0
5405440880;2018;1
5405440880;2019;1
5405440880;2020;1
5405440880;2021;1
5405440880;2022;1
5405445254;2018;26
5405445254;2019;5
5405445254;2020;3
5405449690;2018;2
5405449690;2019;1
5405449690;2020;3
5405449690;2021;3
5405449690;2022;1
5405453181;2018;2
5405453181;2019;2
5405453181;2020;1
5405453181;2021;1
5405453181;2022;1
5405457740;2018;0
5405457740;2019;1
5405457740;2020;0
5405465187;2018;1
5405465187;2019;1
5405465187;2020;1
5405465187;2021;1
5405465187;2022;0
5405468741;2018;4
5405468741;2019;5
5405468741;2020;6
5405468741;2021;6
5405468741;2022;8
5405482055;2018;1
5405482055;2019;1
5405482055;2020;1
5405482055;2021;1
5405482055;2022;1
5405484020;2018;1
5405484020;2019;1
5405484768;2018;0
5405484768;2019;29
5405484768;2020;15
5405484768;2021;0
5405484768;2022;0
5405490218;2018;67
5405490218;2019;79
5405490296;2018;35
5405490296;2019;35
5405490296;2020;45
5405490296;2021;46
5405490296;2022;40
5405505880;2018;1
5405505880;2019;1
5405505880;2020;0
5405505880;2021;2
5405505880;2022;7
5405951388;2018;8
5405951388;2019;9
5405951388;2020;7
5405951388;2021;7
5405951388;2022;8
5405952455;2018;7
5405952455;2019;6
5405952455;2020;4
5405952455;2021;2
5405952455;2022;2
5405956121;2018;9
5405956121;2019;13
5405956121;2020;11
5405956121;2021;12
5405956121;2022;13
5405956883;2018;1
5405956883;2019;1
5405956883;2020;0
5405956883;2021;1
5405956883;2022;1
5405959122;2018;1
5405959122;2019;1
5405959122;2020;1
5405959122;2021;1
5405959122;2022;2
5405962622;2018;27
5405962622;2019;27
5405962622;2020;25
5405962622;2021;18
5405962622;2022;0
5405963707;2018;1
5405963707;2021;0
5405963707;2022;0
5405963721;2018;0
5405964362;2018;1
5405964362;2019;2
5405964362;2020;3
5405964362;2021;5
5405964362;2022;13
5405967155;2018;23
5405967155;2019;13
5405967155;2020;0
5405967155;2021;1
5405967155;2022;0
5405969184;2018;35
5405969184;2019;41
5405969184;2020;12
5405969184;2021;8
5405969184;2022;9
5405969297;2018;0
5405969297;2019;0
5405969297;2020;0
5405969297;2021;0
5405969297;2022;4
5405971105;2018;14
5405971105;2019;13
5405971105;2020;13
5405971105;2021;13
5405971105;2022;12
5405972885;2018;1
5405972885;2019;2
5405972885;2020;1
5405978975;2018;7
5405978975;2019;2
5405978975;2020;2
5405979753;2019;1
5405979753;2020;1
5405981914;2018;2
5405981914;2019;0
5405981914;2020;0
5405990154;2018;1
5405990154;2019;1
5405990154;2021;1
5405991172;2018;1
5405991310;2018;4
5405991310;2019;5
5405991310;2020;6
5405991310;2021;6
5405991310;2022;7
5405994208;2018;1
5405994423;2018;0
5405994423;2019;1
5405994423;2020;2
5405994423;2021;2
5405994423;2022;2
5405994938;2018;9
5405994938;2019;9
5405994938;2020;8
5405994938;2021;6
5405994938;2022;4
5405997470;2019;1
5405998562;2018;14
5405998562;2019;1
5405998562;2020;0
5405998562;2021;1
5405998562;2022;1
5406014187;2018;655
5406014187;2019;619
5406014187;2020;427
5406014187;2021;352
5406014187;2022;290
5406137541;2018;11
5406137541;2019;7
5406137541;2020;8
5406137541;2021;8
5406137541;2022;2
5406138591;2019;16
5406138591;2020;16
5406138591;2021;16
5406138591;2022;16
5406156488;2018;2
5406156488;2019;2
5406156488;2020;2
5406156488;2021;1
5406156488;2022;1
5406158679;2018;1
5406158679;2019;2
5406158679;2020;0
5406158679;2021;1
5406158679;2022;2
5406168740;2018;1
5406168740;2019;1
5406168740;2020;0
5406227428;2018;6
5406227428;2019;4
5406227428;2020;4
5406227428;2021;4
5406227428;2022;5
5406244582;2018;3
5406244582;2019;4
5406244582;2020;5
5406244582;2021;5
5406244582;2022;4
5406252689;2018;18
5406252689;2019;21
5406252689;2020;19
5406252689;2021;17
5406252689;2022;14
5406330506;2018;4
5406330506;2019;2
5406330506;2020;2
5406330506;2021;2
5406330506;2022;2
5406340430;2018;7
5406340430;2019;10
5406340430;2020;8
5406340430;2021;6
5406340430;2022;8
5406394612;2018;1
5406409611;2018;61
5406409611;2019;25
5406409611;2020;2
5406409611;2021;2
5406409611;2022;1
5406419634;2018;1
5406441333;2018;1
5406502829;2018;0
5406502829;2019;0
5406502829;2020;0
5406502829;2021;1
5406502829;2022;2
5406510957;2019;0
5406510957;2020;0
5406510957;2021;0
5406510957;2022;0
5406525745;2018;2
5406525745;2019;1
5406525745;2020;1
5406537973;2018;0
5406575143;2018;1
5406575143;2019;1
5406575143;2020;0
5406575143;2021;1
5406575143;2022;1
5406578183;2018;2
5406578183;2019;2
5406578183;2020;1
5406578183;2021;0
5406578183;2022;0
5406581926;2018;11
5406581926;2019;11
5406581926;2020;13
5406581926;2021;15
5406581926;2022;14
5406585952;2018;1
5406588760;2018;9
5406588760;2019;2
5406588760;2020;1
5406588760;2021;1
5406590960;2018;1
5406590960;2019;1
5406590960;2020;7
5406590960;2021;6
5406590960;2022;4
5406591530;2018;3
5406591530;2019;3
5406591530;2020;2
5406591530;2021;2
5406591530;2022;3
5406592283;2018;0
5406592283;2019;0
5406592283;2020;1
5406592283;2021;1
5406598790;2018;3
5406598790;2019;2
5406598790;2020;7
5406598790;2021;7
5406598790;2022;6
5406615734;2018;1
5406615734;2019;1
5406615734;2020;1
5406615734;2021;1
5406615734;2022;1
5406616270;2018;1
5406616270;2019;1
5406616270;2020;1
5406616270;2021;1
5406616270;2022;0
5406618277;2018;2
5406618277;2019;3
5406618277;2020;6
5406618277;2021;4
5406618277;2022;5
5406622611;2018;1
5406623950;2018;4
5406623950;2019;3
5406623950;2020;3
5406623950;2021;4
5406623950;2022;3
5406624440;2018;1
5406624440;2019;12
5406624440;2020;8
5406624440;2021;15
5406657420;2018;0
5406657420;2019;0
5406657420;2020;2
5406657420;2021;5
5406657420;2022;8
5406658230;2018;3
5406658230;2019;1
5406658230;2020;0
5406658230;2021;1
5406685435;2018;2
5406685435;2019;1
5406685435;2020;0
5406685435;2021;1
5406685435;2022;1
5406686502;2018;12
5406686502;2019;13
5406686502;2020;14
5406686502;2021;14
5406686502;2022;11
5406702190;2018;14
5406702190;2019;14
5406702190;2020;14
5406702190;2021;15
5406702190;2022;18
5406711597;2018;4
5406711597;2019;4
5406711597;2020;5
5406711597;2021;5
5406711597;2022;4
5406715320;2018;3
5406715320;2019;4
5406716771;2018;52
5406716771;2019;49
5406716771;2020;47
5406716771;2021;53
5406716771;2022;51
5406752956;2018;1
5406752956;2019;1
5406757369;2018;4
5406757369;2019;2
5406757369;2020;1
5406757369;2021;1
5406757369;2022;0
5406757560;2018;1
5406766282;2018;1
5406766282;2019;1
5406766282;2020;1
5406766282;2021;1
5406766282;2022;1
5406769974;2018;0
5406781530;2018;5
5406781530;2019;5
5406781530;2020;5
5406781530;2021;5
5406781530;2022;4
5406789280;2018;1
5406789280;2019;1
5406789280;2020;1
5406789280;2021;1
5406789280;2022;1
5406802406;2019;2
5406802406;2020;7
5406802406;2021;8
5406802406;2022;19
5406805037;2020;3
5406805037;2021;4
5406805037;2022;3
5406807002;2020;1
5406807002;2021;1
5406807002;2022;1
5406807845;2020;0
5406807845;2021;1
5406807845;2022;1
5406813550;2022;2
5406819400;2022;0
5406820370;2022;1
5406824311;2022;0
5406825499;2022;0
5406827922;2022;1
5406828210;2022;1
5406974187;2018;1
5406975783;2019;0
5406975783;2020;1
5406975783;2021;1
5406975783;2022;1
5406977910;2018;1
5406977910;2019;1
5406977910;2020;1
5406977910;2021;1
5406977910;2022;1
5406983914;2018;12
5406983914;2019;13
5406983914;2020;0
5406983914;2021;7
5406983914;2022;6
5406992570;2018;0
5406992570;2019;1
5406993976;2018;1
5406993976;2019;1
5406993976;2020;1
5406993976;2021;3
5406993976;2022;6
5406995772;2018;0
5406995772;2019;1
5406995772;2020;1
5406995772;2021;1
5406995772;2022;0
5406996575;2018;1
5406996575;2019;1
5406996575;2020;1
5406996575;2021;1
5406996575;2022;4
5406997508;2019;1
5406997508;2020;1
5406997508;2021;0
5406997508;2022;1
5406999030;2019;4
5406999030;2020;4
5406999030;2021;3
5406999030;2022;1
5407007295;2018;2
5407007295;2019;1
5407007295;2020;1
5407007295;2021;1
5407007295;2022;1
5407013309;2018;1
5407013309;2019;1
5407013309;2020;1
5407013309;2021;1
5407013309;2022;1
5407025150;2018;5
5407025150;2019;3
5407025150;2020;0
5407025150;2021;1
5407025150;2022;0
5407033947;2018;1
5407033947;2019;1
5407033947;2020;2
5407033947;2021;2
5407033947;2022;1
5407051833;2018;23
5407051833;2019;21
5407051833;2020;21
5407051833;2021;18
5407051833;2022;14
5407058405;2018;14
5407058405;2019;13
5407058405;2020;11
5407058405;2021;10
5407058405;2022;11
5407062970;2018;32
5407062970;2019;37
5407062970;2020;42
5407062970;2021;45
5407062970;2022;46
5407063050;2018;1
5407068643;2018;2
5407068643;2019;2
5407068643;2020;1
5407068643;2021;1
5407068643;2022;1
5407142880;2018;24
5407142880;2019;23
5407142880;2020;21
5407142880;2021;19
5407142880;2022;17
5407187009;2018;91
5407187009;2019;90
5407187009;2020;88
5407187009;2021;88
5407187009;2022;88
5407203187;2018;2
5407203187;2019;3
5407203187;2020;3
5407203187;2021;3
5407203187;2022;3
5407203388;2018;31
5407203388;2019;28
5407234202;2018;10
5407234202;2019;12
5407234202;2020;12
5407234202;2021;13
5407234202;2022;9
5407238038;2018;1
5407238038;2019;0
5407238038;2020;1
5407243165;2018;1
5407246800;2018;1
5407246832;2018;0
5407246832;2019;0
5407249079;2018;0
5407251254;2018;1
5407251254;2019;1
5407251254;2020;2
5407251254;2021;1
5407251254;2022;1
5407255241;2018;1
5407256125;2018;0
5407256125;2019;0
5407256125;2021;0
5407257760;2018;43
5407257760;2019;49
5407257760;2020;59
5407257760;2021;63
5407257760;2022;56
5407259013;2020;0
5407259013;2021;1
5407470337;2018;5
5407470337;2019;5
5407470337;2020;4
5407470337;2021;4
5407470337;2022;3
5407482276;2018;3
5407482276;2019;3
5407482276;2020;3
5407482276;2021;3
5407482276;2022;2
5407486665;2018;0
5407486665;2019;0
5407486665;2020;1
5407486665;2021;1
5407486665;2022;0
5407488630;2018;132
5407488630;2019;94
5407488630;2020;85
5407488630;2021;55
5407488630;2022;53
5407499488;2018;14
5407499488;2019;10
5407499488;2020;1
5407500581;2018;3
5407500581;2019;8
5407500581;2020;20
5407500581;2021;24
5407500581;2022;17
5407961399;2018;8
5407961399;2019;6
5407961399;2020;9
5407961399;2021;9
5407961399;2022;8
5407969172;2018;1
5407969172;2019;3
5407969172;2020;4
5407969172;2021;2
5407969172;2022;1
5407973394;2019;1
5407973394;2020;1
5407973394;2021;1
5407973394;2022;1
5407974398;2019;0
5407974398;2020;0
5407974398;2021;0
5407975722;2019;0
5407975722;2020;0
5407975722;2021;0
5407975722;2022;0
5407975730;2019;0
5407975730;2020;0
5407975730;2021;0
5407975730;2022;0
5407976250;2019;2
5407976250;2020;14
5407976250;2021;12
5407976250;2022;10
5407977744;2020;2
5407977744;2021;2
5407977744;2022;1
5407978473;2020;0
5407978473;2021;0
5407978473;2022;0
5407978554;2020;16
5407978554;2021;44
5407978554;2022;53
5408002290;2018;0
5408002290;2019;1
5408002290;2020;0
5408002290;2021;0
5408002290;2022;0
5408009954;2018;4
5408009954;2019;4
5408009954;2020;4
5408009954;2021;4
5408009954;2022;4
5408015980;2018;0
5408015980;2019;0
5408015980;2020;1
5408015980;2021;3
5408015980;2022;31
5408016937;2018;4
5408016937;2019;14
5408016937;2020;14
5408016937;2021;13
5408016937;2022;11
5408017480;2018;1
5408020690;2018;0
5408026886;2020;0
5408026886;2021;0
5408026886;2022;0
5408100297;2018;6
5408100297;2019;5
5408100297;2020;5
5408100297;2021;5
5408100297;2022;5
5408165270;2020;0
5408165270;2021;0
5408235505;2018;1
5408238827;2018;2
5408238827;2019;1
